admin4Name_en,admin4Name_alias,admin4Pcode,admin3Name_en,admin3Name_alias,admin3Pcode,admin2Name_en,admin2Name_alias,admin2Pcode,admin1Name_en,admin1Name_alias,admin1Pcode,admin0Name_en,admin0Name_alias,admin0Pcode
Akurugoda North,Akurugoda North,LK3224075,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Akurugoda East,Akurugoda East,LK3224080,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirimetimulla South,Kirimetimulla South,LK3224085,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirimetimulla North,Kirimetimulla North,LK3224090,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malimbada West,Malimbada West,LK3224095,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Katuwangoda,Katuwangoda,LK3224100,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malimbada East,Malimbada East,LK3224105,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malimbada North,Malimbada North,LK3224110,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malimbada South,Malimbada South,LK3224115,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Galpamuna,Galpamuna,LK3224120,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Akurugoda South,Akurugoda South,LK3224125,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Akurugoda West,Akurugoda West,LK3224130,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Sulthanagoda West,Sulthanagoda West,LK3224135,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Sulthanagoda East,Sulthanagoda East,LK3224140,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Sulthanagoda South,Sulthanagoda South,LK3224145,Malimbada,Malimbada,LK3224,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Gathara West,Gathara West,LK3227005,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Gathara North,Gathara North,LK3227010,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Gathara East,Gathara East,LK3227015,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Beragammulla,Beragammulla,LK3227020,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Eriyathota,Eriyathota,LK3227025,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ganegama,Ganegama,LK3227030,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narandeniya East,Narandeniya East,LK3227035,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narandeniya West,Narandeniya West,LK3227040,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malana,Malana,LK3227045,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Magamure,Magamure,LK3227050,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Sapugoda,Sapugoda,LK3227055,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Lenabatuwa,Lenabatuwa,LK3227060,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Bibulewela,Bibulewela,LK3227065,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Godawa,Godawa,LK3227070,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pitakatuwana,Pitakatuwana,LK3227075,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kamburupitiya,Kamburupitiya,LK3227080,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ullala East,Ullala East,LK3227085,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Thumbe,Thumbe,LK3227090,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karaputugala North,Karaputugala North,LK3227095,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karaputugala South,Karaputugala South,LK3227100,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ullala Masmulla,Ullala Masmulla,LK3227105,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ullala West,Ullala West,LK3227110,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Mapalana Mangin Ihala,Mapalana Mangin Ihala,LK3227115,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Mapalana Mangin Pahala,Mapalana Mangin Pahala,LK3227120,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Seewelgama,Seewelgama,LK3227125,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ihala Vitiyala North,Ihala Vitiyala North,LK3227130,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karagoda Uyangoda 1 Atha East,Karagoda Uyangoda 1 Atha East,LK3227135,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karagoda Uyangoda 1 Atha West,Karagoda Uyangoda 1 Atha West,LK3227140,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karagoda Uyangoda 2 West,Karagoda Uyangoda 2 West,LK3227145,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karagoda Uyangoda 2 East,Karagoda Uyangoda 2 East,LK3227150,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ihala Vitiyala West,Ihala Vitiyala West,LK3227155,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ihala Vitiyala South,Ihala Vitiyala South,LK3227160,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ihala Vitiyala East,Ihala Vitiyala East,LK3227165,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Akurugoda,Akurugoda,LK3227170,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kahagala,Kahagala,LK3227175,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kahagala South,Kahagala South,LK3227180,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Urapola East,Urapola East,LK3227185,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Palolpitiya,Palolpitiya,LK3227190,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Urapola West,Urapola West,LK3227195,Kaburupitiya,Kaburupitiya,LK3227,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Denagama East,Denagama East,LK3230005,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Denagama North,Denagama North,LK3230010,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Denagama West,Denagama West,LK3230015,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Badabadda,Badabadda,LK3230020,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Meeella,Meeella,LK3230025,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pananwela East,Pananwela East,LK3230030,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pananwela West,Pananwela West,LK3230035,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kohuliyadda,Kohuliyadda,LK3230040,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kebiliyapola North,Kebiliyapola North,LK3230045,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wepathaira North,Wepathaira North,LK3230050,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wepathaira West,Wepathaira West,LK3230055,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kandegoda,Kandegoda,LK3230060,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narawelpita East,Narawelpita East,LK3230065,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narawelpita North,Narawelpita North,LK3230070,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ellewela East,Ellewela East,LK3230075,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ellewela West,Ellewela West,LK3230080,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narawelpita South,Narawelpita South,LK3230085,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Beruwela,Beruwela,LK3230090,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Muruthamuraya,Muruthamuraya,LK3230095,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Muruthamuraya West,Muruthamuraya West,LK3230100,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Muruthamuraya East,Muruthamuraya East,LK3230105,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wepathaira South,Wepathaira South,LK3230110,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kebiliyapola South,Kebiliyapola South,LK3230115,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Gangodagama,Gangodagama,LK3230120,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pottewela,Pottewela,LK3230125,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Lalpe,Lalpe,LK3230130,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Gammedapitiya,Gammedapitiya,LK3230135,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Udupeellegoda East,Udupeellegoda East,LK3230140,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Udupeellegoda West,Udupeellegoda West,LK3230145,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kongala East,Kongala East,LK3230150,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kongala South,Kongala South,LK3230155,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kongala Central,Kongala Central,LK3230160,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kongala West,Kongala West,LK3230165,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narawelpita West,Narawelpita West,LK3230170,Hakmana,Hakmana,LK3230,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ovitigamuwa South,Ovitigamuwa South,LK3233005,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Ovitigamuwa North,Ovitigamuwa North,LK3233010,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Malwathugoda,Malwathugoda,LK3233015,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Galkanda,Galkanda,LK3233020,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirinda Mangin Pahala,Kirinda Mangin Pahala,LK3233025,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirinda Mangin Ihala North,Kirinda Mangin Ihala North,LK3233030,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Hettiyawala West,Hettiyawala West,LK3233035,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Hettiyawala North,Hettiyawala North,LK3233040,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Boraluketiya,Boraluketiya,LK3233045,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Karathota,Karathota,LK3233050,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Naradda,Naradda,LK3233055,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kumbalgoda,Kumbalgoda,LK3233060,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Hettiyawala East,Hettiyawala East,LK3233065,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Hettiyawala South,Hettiyawala South,LK3233070,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wavulanbokka,Wavulanbokka,LK3233075,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Puhulwella East,Puhulwella East,LK3233080,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Puhulwella West,Puhulwella West,LK3233085,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirinda Mangin Ihala South,Kirinda Mangin Ihala South,LK3233090,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirinda Mangin Ihala Central,Kirinda Mangin Ihala Central,LK3233095,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kirinda Mangin Ihala East,Kirinda Mangin Ihala East,LK3233100,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wathukolakanda East,Wathukolakanda East,LK3233105,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Walakanda South,Walakanda South,LK3233110,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Walakanda West,Walakanda West,LK3233115,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Walakanda East,Walakanda East,LK3233120,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wathukolakanda North,Wathukolakanda North,LK3233125,Kirinda Puhulwella,Kirinda Puhulwella,LK3233,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pahala Vitiyala West,Pahala Vitiyala West,LK3236005,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pahala Vitiyala Central,Pahala Vitiyala Central,LK3236010,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pahala Vitiyala East,Pahala Vitiyala East,LK3236015,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Polathugoda,Polathugoda,LK3236020,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Batuvita 1,Batuvita 1,LK3236025,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Batuvita 2,Batuvita 2,LK3236030,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Medauyangoda,Medauyangoda,LK3236035,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Akkara Panaha,Akkara Panaha,LK3236040,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Yatiyana,Yatiyana,LK3236045,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kottawatta,Kottawatta,LK3236050,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Komangoda 2,Komangoda 2,LK3236055,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Komangoda 1,Komangoda 1,LK3236060,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Thihagoda East,Thihagoda East,LK3236065,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Thihagoda,Thihagoda,LK3236070,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kithalagama East 2,Kithalagama East 2,LK3236075,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kithalagama East 3,Kithalagama East 3,LK3236080,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kithalagama Central,Kithalagama Central,LK3236085,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Narangala,Narangala,LK3236090,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wellethota,Wellethota,LK3236095,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kithalagama West,Kithalagama West,LK3236100,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kithalagama East 1,Kithalagama East 1,LK3236105,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Naimbala 1,Naimbala 1,LK3236110,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kapudoowa,Kapudoowa,LK3236115,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kapudoowa East,Kapudoowa East,LK3236120,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Uduwa West,Uduwa West,LK3236125,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Uduwa East,Uduwa East,LK3236130,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Galbada,Galbada,LK3236135,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Naimbala 2,Naimbala 2,LK3236140,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Bandattara 2,Bandattara 2,LK3236145,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Watagedara East,Watagedara East,LK3236150,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Attudawa,Attudawa,LK3236155,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Attudawa West,Attudawa West,LK3236160,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Watagedara,Watagedara,LK3236165,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Nadugala 2,Nadugala 2,LK3236170,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Nadugala 1,Nadugala 1,LK3236175,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Bandattara 1,Bandattara 1,LK3236180,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Elambathalagoda,Elambathalagoda,LK3236185,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Palatuwa,Palatuwa,LK3236190,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Unella,Unella,LK3236195,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Dematahettigoda,Dematahettigoda,LK3236200,Thihagoda,Thihagoda,LK3236,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Midigama North,Midigama North,LK3239005,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Pathegama,Pathegama,LK3239010,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Moodugamuwa West,Moodugamuwa West,LK3239015,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Moodugamuwa East,Moodugamuwa East,LK3239020,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Kohunugamuwa,Kohunugamuwa,LK3239025,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Walana,Walana,LK3239030,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
Wekada,Wekada,LK3239035,Weligama,Weligama,LK3239,Matara,Matara,LK32,Southern,Southern,LK3,Sri Lanka,Sri Lanka,LK
